time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,dx,dy,dz
0.0,0.09934283060224654,-0.027652860234236933,0.1295377076201385,-0.007171160822946454,-0.001632795187015497,0.003214743929379084,0.0,0.0,0.0
0.01,0.3046059712816051,-0.046830674944667194,-0.04682739138983611,0.047343073082309,-0.037360865424337183,-0.042317349575633,0.004725071765315641,0.01812243593467463,0.0020254049420312
0.02,0.3158425631014783,0.15348694583058176,-0.09389487718699042,0.061830987107148766,-0.023132237094064912,-0.06315176767885332,0.00706485796853707,0.011727586356414313,-0.00039637369460463596
0.03,0.10851200871719294,-0.09268353856249245,-0.09314595071405138,-0.024256497104993502,-0.01650263676220004,0.07774813638628825,0.01074834455462346,0.008724395199950406,0.000181138529435279
0.04,0.04839245431320682,-0.3826560489315596,-0.3449835665026066,0.046241310618836864,0.057376030831612114,0.040998682117339307,0.015120811633034394,0.0046663759116328946,0.0014347812132754353
0.05,-0.11245750584819454,-0.20256622406688476,0.06284946651905478,0.04731218358076571,-0.03440410632901591,-0.009930107767674218,0.013470679716858822,0.009437424219933543,-0.00011792681369788118
0.06,-0.1816048151042422,-0.2824607402670583,0.29312975378431083,-0.04949576565117744,-0.010524401526851669,0.03420524954673705,0.004103376007762574,0.011015631638252768,-0.003635695716659718
0.07,-0.04515526009730714,0.013505640937584768,-0.28494963724269134,0.00672916424061234,0.06557404094801476,-0.057070789611360966,0.008141438689171734,0.002684639636134023,0.002081175009107095
0.08,-0.10887654490503654,0.02218451794197322,-0.23019871548446058,0.025011917534911988,-0.06241514009346591,0.004708823458682114,0.010381877943512835,0.01460736464253394,0.0025098576598301028
0.09,0.0751396036691344,-0.120127737983761,-0.05833874995865536,0.03701667112782394,-0.010725128341210963,0.027556330204347796,0.008688964377767505,0.007880430018456702,-0.003662232183200887
0.1,-0.12034132244587939,0.37045563690178757,-0.0026994449475867843,-0.047986616741646705,-0.08318449890981916,0.027851481124390155,0.008653523870658528,0.014307079205506001,-0.002086582411323076
0.11,-0.2115421857911801,0.16450898242063783,-0.24416872999420447,0.08720051170378663,-0.04980224700849461,0.06110970900533977,0.0013862833767286364,0.009945400189745074,0.0040477592349710215
0.12,0.041772719000951086,-0.3919340247759551,-0.26563720977968613,0.0021711704408205507,-0.06678457608465381,-0.05657526506760813,0.004236329244301798,0.011486083464436525,0.0004640693570078238
0.13,0.039372247173824704,0.1476933159990821,0.0342736562379941,0.0007892386680325027,-0.020223114396205184,-0.06564564883791195,0.007985300754303634,0.006490253949593461,7.102546540730141e-06
0.14,-0.023129656477648107,-0.06022073911785776,-0.2957043980734855,-0.08470196406127026,-0.04233596639632531,0.009690450416555913,-0.005466128374725807,0.008276923570922745,-0.0008527668140991406
0.15,-0.14396884167894172,-0.09212775419195751,0.21142444524378315,-0.0003200376301569017,-0.025061897875003916,0.01009435971457414,0.013203221600049275,0.01321021061680977,-0.0020614053017132686
0.16,0.06872365791369228,-0.3526080310725468,0.064816793878959,0.05200133599313438,0.019706325521707396,-0.006065433569479034,0.003136604501444651,0.009342508826308132,-0.0003888352846127671
0.17,-0.07701645608326331,-0.13538440006119176,0.12233525776817358,0.046403600333034443,-0.04799251511081475,-0.01124597697776758,0.013434190666325702,0.004475129921514165,0.0019488454783314223
0.18,0.2061999044991902,0.18625602382323972,-0.1678435046445277,-0.010054396780018408,-0.06184766292214227,-0.02099370811421789,0.01299458002235454,0.010557870275261394,-3.13559187619985e-05
0.19,-0.06184247517024292,0.06625268628071279,0.19510902542447184,-0.10374798404476515,0.09560890238314768,-0.04687068942181565,0.007281534784438076,0.011928375084192006,0.0012205681717860962
0.2,-0.095834847569058,-0.03713179533276342,-0.22126699480120565,0.0793057065710656,0.0019042252859746225,0.028243206607797944,0.015002741628507676,0.01686444262836015,0.0035314142970131255
0.21,-0.23924132481613417,0.16250516447883961,0.2712480057141646,-0.02443998991754658,0.010396484598083719,0.0325244819994218,0.01371598672462468,0.015762766343297346,-0.0011609563608923857
0.22,-0.01440202431606677,0.20070657957840485,0.07232720500952683,0.03322762071970911,0.03873866950371786,-0.01841663550195882,0.008455192645826809,0.009676822268230661,0.0006057498013168836
0.23,-0.12902395092102487,0.07227912110168279,0.30760731329319385,-0.024017983624567755,-0.07970881626338018,0.026160950558846836,0.007891201924041497,0.00726332417667877,0.0020087871218713556
0.24,-0.007165207821990308,0.3129287311628013,-0.5239490208179489,0.05411893556617214,0.08079908399589648,0.015258631729025389,0.015486163928321778,0.008858493003191525,-0.0018658072669331931
0.25,0.16438050087504477,0.017409413647634247,-0.05980147009317349,-0.038323988645428464,-0.08485480716447277,0.05208333665416753,0.011160069197038325,0.007381332463110402,0.00035610565613160977
0.26,0.01835215530710046,-0.3975137829201786,-0.04393437756750239,-0.08981382833887679,-0.017030203887188337,-0.011215341397182296,0.015223485841840717,0.012530806128519756,0.0037446490492527226
0.27,0.07142251430234929,0.29557880894830324,-0.10365404365472948,-0.0034727568925509676,0.001790130001792007,0.006907377818378753,-0.0019448703717636906,0.015208325613078222,-0.0006805007609196317
0.28,-0.16169872057863754,-0.10035140871690731,0.18308042354041484,-0.12076816310392649,0.0007327954935063363,-0.11147877870559386,0.010492425485097323,0.016199171796470457,0.002136693076007579
0.29,0.0657502219319369,-0.10595204075340776,0.10265348662267122,0.03661090365454974,-0.027756257790180608,-0.10785183626116752,0.0021129545651531467,0.007938967737511682,-0.00028227375441954375
0.3,0.019415509869608077,0.19372899810657784,-0.14041061877547048,-0.040710233869268794,-0.028503766959232693,0.059534980877750235,0.009871057462566196,0.007439868002929395,0.00359917403463398
0.31,-0.06553242931955365,-0.07842163062643154,-0.2927029896264237,0.009831887087512252,0.01722224721752901,0.059061081711030056,0.013569101041729426,0.007898027877206837,-0.0032909357776742115
0.32,0.059224055412915214,0.05221105443597787,0.001022691328492178,-0.004807214396224474,0.037709398051620165,0.0341930556965996,0.01869570072874549,0.0003398152495692197,0.00012991238202056908
0.33,-0.046917426675029385,-0.2830741484100829,-0.08412906455307181,-0.06432347467847062,0.07364917888149147,-0.07101508900353473,0.005309166357814088,0.003985938207265394,-0.002957709390291779
0.34,-0.0685429033053539,-0.1604554538443238,-0.03225714233320183,0.04586833247389241,-0.07585365184528164,0.030061839407583665,0.0073714759734900825,0.009827234970306575,-0.001401753632561788
0.35000000000000003,0.08081017136290769,0.37723718024210606,0.03491556256636779,0.09309574390750863,-0.010648932827510565,-0.012817782142657316,0.009522335464622333,0.011896358702219834,-0.0014136375705903897
0.36,0.05151007814455288,-0.014889183153233444,-0.3837542430598083,0.030521999965842463,-0.016469822798127153,0.09091393518714108,0.005127344492690533,0.012455865289412726,-0.0005339126142677088
0.37,-0.005302775089843376,0.012046041988205289,0.49264842249705726,0.009609612472934785,-0.01600847541103629,-0.02701427639478416,0.01489279864394627,0.006097527890647325,-0.00237658270139064
0.38,-0.038472192956224505,0.0603094684667225,-0.006942353941048663,-0.04664742350865103,-0.031387749337874485,-0.017533669682929822,0.009649527273171865,0.007544449260903252,-0.0001434791151190243
0.39,-0.23373560752390643,0.22856456290300411,0.15038660653735483,-0.024381953674929003,-0.03290876370685519,0.10494206151762198,0.01060978511688021,0.008652480966802711,0.0009209330089623557
0.4,0.1582063894086094,-0.18187749095894779,0.28055886218721987,-0.051504753824474496,0.007331629382308739,0.0296260504880436,0.013100865633870806,0.00809437050582218,-0.003063806265243132
0.41000000000000003,-0.2803702125584562,0.11737141876005407,0.4380911251619957,0.031505399779186635,-0.0029303537891236,-0.01203512859236548,0.009641442418122925,0.013440088603323297,-0.0012698649800589432
0.42,-0.19810726502613768,-0.11325954592055439,0.019930273017528245,0.022577374561975325,0.013326082498910036,-0.012947941738375669,0.005912304359120657,0.0034591294501903347,0.005081984265526046
0.43,-0.10069513082323985,-0.31013268621322654,0.013712594961205466,-0.07809392858622155,-0.023396186116662377,-0.05732750818537289,0.009684898808507647,0.00425352197478529,0.0006584742777316975
0.44,-0.21246074274522098,0.09471848612703632,-0.18388484684676065,-0.03335797750331633,0.0016611619258479725,0.01793680719983081,0.005719093202433079,0.00850782352176277,-0.003635482408363534
0.45,0.3099868810035079,-0.15665065846724743,-0.06441230324113512,0.08902263756462031,-0.026870318945190694,0.038731281763757536,0.010539904445582449,0.0031719814833116033,-0.0028009317295195754
0.46,0.16270344347393395,-0.24617286328679105,0.045491986920825886,0.015298001221891828,0.0647998835319895,0.028811435979781305,0.014984688604008978,0.0004976486052166718,0.00045180849074572243
0.47000000000000003,0.26142855085648564,-0.32149664691224555,0.036926771706460845,-0.050424071364315814,-0.08615230146456157,0.015563084983375242,0.004125108538638345,0.0025326142019012066,0.00020133207714847557
0.48,0.05197655884968471,0.15636457435546208,-0.2473901421756164,-0.026422549895019538,-0.049015687297529864,-0.06337888522665389,0.0023381449927895592,0.008786427057756174,-0.0011748856034017598
0.49,-0.26409132261685525,0.10438831312337954,0.059396934646637214,0.008048774879357776,0.07538538496566825,-0.020433617285302085,0.010246249679598363,0.013152654081627357,0.004386629913775952
0.5,0.05009857006917531,0.06928964189939514,-0.13600494431569818,0.029513515553766113,-0.005113317510879626,-0.06446910445516965,0.006161001916280495,0.013256832671964147,0.005237457641737307
0.51,0.04645073943220071,0.058614494659736255,-0.14287028360527357,0.03674056717552087,-0.05473460220136857,0.0010813315296782353,0.010158726372059834,0.017939577162695453,-0.0005287667196994467
0.52,0.3731549022289513,0.0947665841823575,-0.23826069944052974,-0.01707602075026526,0.04465387172828459,-0.05290754962353433,0.01160201760304852,0.010508325587854306,0.001745913731853478
0.53,0.13131072172676594,-0.1949363340454643,0.15741692074849042,0.01954349539009799,-0.041989870367435046,-0.025555260616439257,-0.0007184311446427061,0.011181002561644116,0.0018463323426420042
0.54,0.23171911580148083,-0.1641364636703421,0.19267522584886437,-0.18176001137700512,0.10460492858089543,0.027527846641311596,0.013449247138292708,0.008747964814858289,0.0021117462789551553
0.55,0.08255618538729967,0.164412031998898,0.3793585965307895,-0.03836737429690823,-0.056232784416649695,-0.024782437643967026,0.004151657485223781,0.008990867671319958,-0.0012801706435478077
0.56,-0.0490776232005741,-0.15074723287149794,-0.17790288592510467,0.03584397674097258,-0.09460424627924628,-0.007079220964716907,0.009888260247176539,0.020402726657976045,0.003878898434441074
0.5700000000000001,-0.16316205699308767,-0.015420341882820841,0.06823039496332878,0.08853209362313368,-0.05669731679839021,0.004019251938182749,0.00670308832280786,0.011306757186275163,-0.00013719439246881807
0.58,0.055338159866003815,0.16543664980720477,0.002600378375581404,0.1101654907628879,0.03160758148453864,0.006296191024272757,0.007240214926078514,0.011741371345470597,0.000843984162050223
0.59,0.2907068154314634,-0.05293136664759122,0.5440338333179238,0.02533182274545014,-0.02004326675048512,0.064981564265172,0.01846978969808999,0.004274428485415149,4.087020456620613e-06
0.6,0.12513346955300125,-0.1714315112832565,-0.21417849961222246,-0.0199665011450106,-0.09795908043679885,-0.019565155197022996,0.011596337603978268,0.012052111374525332,-0.00027937234459751714
0.61,0.09649448304863706,-0.04469255706517018,0.1428000988184184,-0.04833672649383518,-0.014059700609871465,-0.012954202954031544,0.014523442014767962,0.013291659896617292,0.0005568089198757196
